what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1339000856047
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1339000856047
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1339000856047
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1339000856047
os,sysinfo,,,"win32",1339000856057
arch,sysinfo,,,"x86_64",1339000856057
ws,sysinfo,,,"win32",1339000856057
locale,sysinfo,,,"en_US",1339000856057
processors,sysinfo,,,"8",1339000856057
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1339000856057
java.runtime.version,sysinfo,,,"1.6.0_27-b07",1339000856057
java.specification.name,sysinfo,,,"Java Platform API Specification",1339000856057
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1339000856057
java.specification.version,sysinfo,,,"1.6",1339000856057
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1339000856057
java.version,sysinfo,,,"1.6.0_27",1339000856057
java.vm.info,sysinfo,,,"mixed mode",1339000856057
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1339000856057
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1339000856057
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1339000856057
java.vm.specification.version,sysinfo,,,"1.0",1339000856057
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1339000856057
java.vm.version,sysinfo,,,"20.2-b06",1339000856057
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1339000856067
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1339000856357
started,bundle,net.sf.eclipsecs.core,5.5.0.201111092104,"net.sf.eclipsecs.core",1339000856377
started,bundle,net.sf.eclipsecs.ui,5.5.0.201111092104,"net.sf.eclipsecs.ui",1339000856387
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339000856477
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339000856587
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339000856677
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339000856777
