what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1339022285278
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1339022285736
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339022322632
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339022322775
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339022342574
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339022352615
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339022400974
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339022406147
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339022411034
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339022565825
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339022568915
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339022570318
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339022571569
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339022594065
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339022597267
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339022601112
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339022619049
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1339022620370
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339022620626
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1339022628132
