what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1339043389065
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339043391501
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339043392571
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339043401837
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339043403059
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339043404467
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339043446015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339043450233
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339043456707
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339043458717
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1339043475685
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339043477363
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1339043498861
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339043502931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339043503730
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339043518420
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339043520808
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1339043527925
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339043547018
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339043548240
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1339043555635
